门店ID,排名,地点名称,距离(km),配送次数
SHW60,15,怡乐家园邻里汇,0.51,10
SHW60,16,东航·滨江中心T1座,0.17,10
SHW60,17,麦当劳中国总部大楼,0.88,9
SHW60,18,东航·滨江中心,0.13,8
SHW60,19,芒果广场A栋,0.67,7
SHW60,20,金龙花苑茶花园,0.54,7
SHW60,21,灿星大厦,0.12,7
SHW60,22,腾讯,0.41,7
SHW60,23,阿里巴巴徐汇滨江园区X区,0.42,7
SHW60,24,西岸智塔西塔楼,0.3,7
SHW60,25,诺布中心,0.6,7
SHW60,26,绿地汇中心A座,0.07,6
SHW60,27,东航·滨江中心,0.14,6
SHW60,28,源点大厦1号楼,0.32,6
SHW60,29,极氪办公楼,0.55,6
SHW60,30,西岸智塔西塔楼,0.31,6
SHW60,31,百汇园二期,1.15,6
SHW60,32,LUMINA2 星瀚广场,0.63,6
SHW60,33,航汇大厦,0.15,6
SHW60,34,百汇园一期,0.78,5
SHW60,35,枫林国际·汇创谷科研大楼,1.34,5
SHW60,36,东航·滨江中心T1座,0.23,5
SHW60,37,东航·滨江中心T1座,0.18,5
SHW60,38,源点大厦1号楼,0.27,5
SHW60,39,航汇大厦,0.14,5
SHW60,40,东航·滨江中心T1座,0.34,5
SHW60,41,百汇园一期,0.87,4
SHW60,42,东航·滨江中心T1座,0.39,4
SHW60,43,保利·滨江天珺,0.75,4
SHW60,44,百汇园一期,0.82,4
SHW60,45,腾讯,0.53,4
SHW60,46,阿里巴巴(中国)网络技术有限公司,0.38,4
SHW60,47,东航·滨江中心T3座,0.14,4
SHW60,48,石龙春晓A区,1.69,4
SHW60,49,融创徐汇滨江壹号,0.83,4
SHW60,50,保利·滨江天珺,0.72,4
CDW12,1,皇庭国际中心A座,0.54,28
CDW12,2,SKY177云端公馆,0.2,24
CDW12,3,国窖大厦,0.73,23
CDW12,4,中洲锦城湖岸2期,0.81,16
CDW12,5,成达大厦,0.97,16
CDW12,6,成都盛捷服务公寓酒店,0.05,14
CDW12,7,汇城港湾,2.06,13
CDW12,8,高新创合中心,0.03,13
CDW12,9,天府软件园A区,1.32,12
CDW12,10,必胜客(IMC国际广场店),0.14,12
CDW12,11,先锋·若水居,0.17,11
CDW12,12,新希望国际,1.45,11
CDW12,13,成都蓉城南居公寓酒店(世纪城新会展中心店),1.2,11
CDW12,14,无国界3期,1.13,11
CDW12,15,大源国际中心1期,1.32,10
CDW12,16,天府软件园4期,2.38,10
CDW12,17,天悦府,0.55,10
CDW12,18,高新创合中心,0.01,9
CDW12,19,玖源大厦,1.55,9
CDW12,20,星辰国际A座25座,0.42,9
CDW12,21,成都江滩公园,1.75,9
CDW12,22,中央草坪,0.34,9
CDW12,23,华府西苑,0.81,9
CDW12,24,东方希望天祥广场A座,0.88,9
CDW12,25,成都熊猫先生公寓(锦城大道分店),2.2,8
CDW12,26,天荟,0.74,8
CDW12,27,成都馨乐庭高新公寓酒店,1.34,8
CDW12,28,财智中心2栋B座,1.65,8
CDW12,29,四川发展大厦,0.87,8
CDW12,30,华西证券总部综合办公楼,0.71,8
CDW12,31,北里时光环,0.14,8
CDW12,32,馨康花园,2.76,8
CDW12,33,环金商业广场(领地环球金融中心A座店),0.86,8
CDW12,34,四川富润国际广场,0.68,8
CDW12,35,麓尚酒店公寓(成都世纪城会展中心店),1.2,8
CDW12,36,仁美熙和府,3.81,8
CDW12,37,竹枝韵茶楼(金控时代广场店),0.53,8
CDW12,38,成都月牙湖酒店(新世纪环球购物中心店),0.22,7
CDW12,39,新希望国际C座,1.49,7
CDW12,40,成都大源商务核心区F6,0.8,7
CDW12,41,泰然环球时代中心1号楼,0.55,7
CDW12,42,无国界写字楼,0.9,7
CDW12,43,SKY177云端公馆,0.19,7
CDW12,44,易上·OCG国际中心B座,1.63,7
CDW12,45,馨康花园,2.8,7
CDW12,46,房天下大厦,0.74,7
CDW12,47,通威国际中心,1.02,7
CDW12,48,天府软件园C区C7楼,2.25,7
CDW12,49,ICON·英郡三期,1.38,6
CDW12,50,IMC国际广场,0.2,6
SHW47,1,文华苑4期,0.78,34
SHW47,2,阳城贵都,0.62,27
SHW47,3,五冶公寓·初里,0.58,21
SHW47,4,江程资产大厦,0.07,19
SHW47,5,凯旋华庭,2.35,14
SHW47,6,检测认证彭浦产业园,1.61,11
SHW47,7,金华苑南区,2.06,11
SHW47,8,向阳900,0.55,11
SHW47,9,向阳900,0.58,10
SHW47,10,锦华苑,1.1,10
SHW47,11,链尚国际大楼,0.13,9
SHW47,12,徐记生煎(龙潭小区沪太路1170弄店),0.34,9
SHW47,13,中环一号,2.53,9
SHW47,14,宁家公寓(星光耀店),0.11,8
SHW47,15,宁家公寓(星光耀店),0.08,8
SHW47,16,华灵路881弄,0.47,8
SHW47,17,龙潭小区沪太路1170弄,0.43,8
SHW47,18,浦联佳苑,0.67,8
SHW47,19,飞马旅静安创新园,1.41,7
SHW47,20,阳城世家苑,0.12,7
SHW47,21,绿苑公寓,0.72,7
SHW47,22,绿地商务大厦,1.51,7
SHW47,23,乾溪二村,3.59,6
SHW47,24,大华阳城花园,0.38,6
SHW47,25,大华一村,0.19,6
SHW47,26,德必·大华里,0.37,6
SHW47,27,大华虎城·第三空间,1.73,6
SHW47,28,新世纪大学生村,5.36,6
SHW47,29,锦泰苑(祁连山路),6.12,6
SHW47,30,阳城书院,0.74,6
SHW47,31,青春社区,0.73,6
SHW47,32,大华·朗香公园里西区,5.05,6
SHW47,33,贺海创新中心,2.94,6
SHW47,34,永和雅园,0.84,5
SHW47,35,静安区双拥楼,2.22,5
SHW47,36,永和馨园,0.71,5
SHW47,37,龙潭小区沪太路1170弄,0.42,5
SHW47,38,检测认证彭浦产业园,1.6,5
SHW47,39,Tineco添可(红星美凯龙上海汶水商场店),1.21,5
SHW47,40,美人万三烤蹄小木船烤冷面(弘基文化休闲广场店),5.48,5
SHW47,41,文璟苑,4.77,5
SHW47,42,中星馨恒苑,1.9,5
SHW47,43,米谷产业,2.64,5
SHW47,44,龙潭小区沪太路1170弄,0.47,5
SHW47,45,智富中环尚城领御,3.01,5
SHW47,46,永久1940·iHUB创意产业,2.68,5
SHW47,47,汇丰,0.45,5
SHW47,48,东芝星级生活馆(红星美凯龙汶水商场店),1.18,5
SHW47,49,永和二村高平路774弄,1.28,5
SHW47,50,招商·中环华府,4.51,5
QDW1,1,如家精选酒店(青岛五四广场地铁站市政府店),0.59,25
QDW1,2,华润大厦A座,0.33,19
QDW1,3,远洋滨海花园,2.31,18
QDW1,4,青岛香格里拉中心,0.22,17
QDW1,5,读寓B座(水清沟地铁站店),7.17,17
QDW1,6,青岛海信广场,1.76,16
QDW1,7,伟东·世奥国际,0.97,16
QDW1,8,府都大厦,0.92,14
QDW1,9,中韦文创产业园,2.0,14
QDW1,10,青岛未晚民宿(中央商务区万达CBD店),3.12,14
QDW1,11,逍遥居,2.13,13
QDW1,12,悦府1期,0.35,13
QDW1,13,云游美宿公寓(增城路分店),2.55,13
QDW1,14,台湾巷弄,2.26,13
QDW1,15,悦府1期,0.3,12
QDW1,16,青岛海天中心,1.43,12
QDW1,17,华润大厦A座,0.32,12
QDW1,18,青岛国际金融中心,1.61,11
QDW1,19,青岛海天中心,1.37,11
QDW1,20,青岛五四广场海景美仑国际酒店,0.82,11
QDW1,21,悦府2期,0.2,11
QDW1,22,悦府,0.23,10
QDW1,23,青岛华润中心-南区,0.19,10
QDW1,24,都市118(如东路),1.64,10
QDW1,25,贝尔酒店(青岛五四广场万象城店),0.38,10
QDW1,26,东海路9号,0.76,10
QDW1,27,中央国际,0.69,10
QDW1,28,柏丽·澜庭,2.2,10
QDW1,29,青岛中央商务区亚朵轻居酒店,2.85,9
QDW1,30,天福宜家,3.86,9
QDW1,31,Summer街舞工作室(中铁青岛中心大厦店),0.4,9
QDW1,32,星澜酒店(青岛台东步行街万达广场店),2.32,9
QDW1,33,东海路9号,0.76,9
QDW1,34,颐和国际B座(香港中路),0.39,8
QDW1,35,远洋大厦B座,1.7,8
QDW1,36,荣熙汇,2.26,8
QDW1,37,悦府2期,0.15,8
QDW1,38,芙蓉花园,3.29,8
QDW1,39,国华大厦B座,0.29,8
QDW1,40,青岛万象城1期,0.08,8
QDW1,41,消防公寓,1.42,8
QDW1,42,王家下河东区,14.75,8
QDW1,43,北海花园,0.81,8
QDW1,44,浮新小区东区(西北门),5.08,8
QDW1,45,长山路小区,5.03,8
QDW1,46,CBD首府,2.76,8
QDW1,47,盐城路19号院,0.49,8
QDW1,48,华润大厦B座,0.13,7
QDW1,49,青岛泊邻和居酒店(五四广场店延安三路地铁站店),0.79,7
QDW1,50,卓越世纪中心,2.59,7
BJW41,1,泰康集团大厦,0.41,55
BJW41,2,北京第一机床厂宿舍,0.37,27
BJW41,3,国寿金融中心,0.28,24
BJW41,4,万达广场10号楼,0.24,19
BJW41,5,后现代城A区,1.7,17
BJW41,6,金地国际花园,0.25,17
BJW41,7,华贸公寓南区,0.75,16
BJW41,8,中信大厦(北门),0.69,15
BJW41,9,中国第一商城,0.7,13
BJW41,10,华贸写字楼3座,0.86,13
BJW41,11,万达广场C座(建国路辅路),0.17,12
BJW41,12,屈臣氏(华贸购物中心店),0.81,12
BJW41,13,安联大厦(呼家楼西里南街),1.48,12
BJW41,14,世贸大厦TOWER B,0.22,12
BJW41,15,万达文华商务中心,0.16,12
BJW41,16,丽水嘉园(朝阳公园南路),2.79,12
BJW41,17,郎园ViNTAGE18号楼A座,0.39,12
BJW41,18,阳光100国际公寓,0.42,11
BJW41,19,华贸写字楼1座,0.64,11
BJW41,20,人民日报社报刊综合业务楼,1.14,11
BJW41,21,温特莱中心B座,0.54,11
BJW41,22,温特莱中心A座,0.6,11
BJW41,23,梵悦108,0.65,11
BJW41,24,北京CBD数字经济创新中心,0.7,11
BJW41,25,北京佳兆业广场南塔T4座,0.64,11
BJW41,26,万达广场CBD店北区公寓(西区),0.2,11
BJW41,27,光辉南里小区,0.43,10
BJW41,28,阳光100国际公寓E座,0.41,10
BJW41,29,华贸写字楼1座,0.66,10
BJW41,30,国寿金融中心,0.32,10
BJW41,31,华贸写字楼3座,0.83,10
BJW41,32,盛世嘉园A座,0.34,10
BJW41,33,招商银行(北京万达广场支行),0.1,10
BJW41,34,珠江帝景B区,2.27,9
BJW41,35,后现代城B区,1.52,9
BJW41,36,朝阳机械学院家属楼,1.19,9
BJW41,37,国寿金融中心,0.32,9
BJW41,38,德乾信源企业孵化器,1.45,8
BJW41,39,金隅·大成国际中心B1座,2.09,8
BJW41,40,万科公园,1.87,8
BJW41,41,和乔大厦A座,0.32,8
BJW41,42,华贸写字楼3座,0.85,8
BJW41,43,SOHO现代城B座,0.43,8
BJW41,44,京仪大厦,0.12,8
BJW41,45,三星大厦,0.69,8
BJW41,46,华贸写字楼1座,0.65,7
BJW41,47,现代城,0.42,7
BJW41,48,东方梅地亚中心A座,0.43,7
BJW41,49,国贸写字楼1座,1.16,7
BJW41,50,金地中心B座,0.26,7
SHW86,1,新研大厦,0.64,41
SHW86,2,华鑫慧享城B区8栋,0.23,37
SHW86,3,漕河泾开发区科汇大厦,1.28,33
SHW86,4,H88越虹广场A座,0.28,32
SHW86,5,新研大厦A座,0.68,30
SHW86,6,新研大厦,0.63,28
SHW86,7,创新大楼(宜山路),0.86,26
SHW86,8,和光天地,0.74,24
SHW86,9,汇付天下总部大楼,1.17,19
SHW86,10,游族大厦,0.6,19
SHW86,11,新研大厦,0.63,18
SHW86,12,航天公寓2期,1.09,17
SHW86,13,虹钦园59号楼,1.09,16
SHW86,14,星联园区,0.77,16
SHW86,15,base佰舍酒店式公寓(上海漕河泾店),0.1,13
SHW86,16,H88越虹广场B座,0.28,13
SHW86,17,华东理工科技园G7园区,0.59,13
SHW86,18,光启园,1.08,12
SHW86,19,华鑫慧享城,0.21,11
SHW86,20,宜山路711号商办综合楼,0.66,11
SHW86,21,立明大厦,1.06,11
SHW86,22,桂谷大楼,1.14,11
SHW86,23,金桂坊,0.81,11
SHW86,24,中核浦原科技园,0.7,11
SHW86,25,华鑫中心1号楼,0.67,11
SHW86,26,base佰舍酒店式公寓(上海漕河泾店),0.1,11
SHW86,27,8760城市菁英社区·漕河泾店,0.9,10
SHW86,28,聚梦天地,0.76,10
SHW86,29,神旺臻品汇,1.17,10
SHW86,30,广厦公寓,1.36,9
SHW86,31,华鑫中心1号楼,0.65,9
SHW86,32,光启园,1.04,9
SHW86,33,齐来科技服务园区,0.53,8
SHW86,34,锦和中心,0.18,8
SHW86,35,华鑫天地A1座,0.23,8
SHW86,36,华鑫慧享城A,0.18,8
SHW86,37,计测综合楼,0.69,8
SHW86,38,科技产业大楼C幢,0.94,8
SHW86,39,枫林国际·科创园,1.06,8
SHW86,40,创业中心大厦32号楼,0.84,8
SHW86,41,金陵商务广场C座,0.36,8
SHW86,42,鑫耀中心T1写字楼,0.37,8
SHW86,43,中国电子贝岭大厦,0.48,7
SHW86,44,base佰舍酒店式公寓(上海漕河泾店),0.04,7
SHW86,45,光启园,1.04,7
SHW86,46,华鑫天地B2座,0.27,7
SHW86,47,华鑫慧享城A,0.18,7
SHW86,48,科技产业化大楼B幢,0.85,7
SHW86,49,华鑫中心1号楼,0.66,7
SHW86,50,桂谷大楼,1.13,7
SHW49,1,都市总部大楼,0.14,35
SHW49,2,港泰广场,0.35,31
SHW49,3,苏河湾41街坊,1.21,31
SHW49,4,上海来福士广场,0.07,30
SHW49,5,来福士广场商务楼,0.1,23
SHW49,6,世界贸易大厦,0.51,22
SHW49,7,象屿集团大厦,0.93,21
SHW49,8,旺角广场,0.8,21
SHW49,9,上海来福士广场,0.06,19
SHW49,10,海洋大厦,0.49,17
SHW49,11,新世界城,0.45,17
SHW49,12,外滩SOHO-E座,1.59,16
SHW49,13,上海银行(人民广场支行),0.43,13
SHW49,14,华侨城苏河湾行政公馆2期,1.18,12
SHW49,15,轮船招商总局,1.37,12
SHW49,16,来福士广场商务楼,0.12,12
SHW49,17,苏河美欣公寓,0.94,12
SHW49,18,上海美国中心,2.35,11
SHW49,19,华鑫海欣大厦,0.13,11
SHW49,20,上海来福士广场,0.06,10
SHW49,21,新金桥广场,0.66,10
SHW49,22,东海商业中心商务楼,0.39,9
SHW49,23,华侨城苏河湾行政公馆2期,1.2,8
SHW49,24,雅居乐国际广场,0.57,8
SHW49,25,华旭国际大厦,0.21,8
SHW49,26,港泰广场,0.35,8
SHW49,27,来福士广场商务楼,0.12,8
SHW49,28,上海科技京城西楼,0.79,8
SHW49,29,上海世茂广场,0.28,7
SHW49,30,上海滩·新昌城,1.22,7
SHW49,31,国泰海通广东路大厦,0.27,7
SHW49,32,来福士广场商务楼,0.09,7
SHW49,33,来福士广场商务楼,0.11,7
SHW49,34,永会大楼,2.3,7
SHW49,35,第一百货商业中心,0.39,7
SHW49,36,远洋商业大厦,0.42,7
SHW49,37,上海连正酒店(人民广场地铁站店),0.25,6
SHW49,38,永新广场,0.49,6
SHW49,39,北京东路460号,0.96,6
SHW49,40,延福大厦,0.57,6
SHW49,41,中财中心大厦,0.71,6
SHW49,42,光明地产大厦,1.42,6
SHW49,43,来福士广场商务楼,0.1,6
SHW49,44,汇金大厦(湖北路),0.47,6
SHW49,45,国泰海通广东路大厦,0.26,6
SHW49,46,中福城二期,0.2,6
SHW49,47,雅居乐国际广场,0.58,6
SHW49,48,外滩壹号院·仁德里荟馆,2.78,5
SHW49,49,汇成里总弄,0.91,5
SHW49,50,合众公寓,0.65,5
GZW2,1,森泰阳台庭院定制(维家思广场店),0.68,35
GZW2,2,高德公馆,0.37,34
GZW2,3,合景国际金融广场,0.43,34
GZW2,4,广州国际金融中心雅诗阁服务公寓,0.3,33
GZW2,5,东塔K11商场,0.04,33
GZW2,6,高德置地广场·冬广场G座,0.34,24
GZW2,7,富力爱丁堡国际公寓,0.98,20
GZW2,8,都荟华庭,0.87,20
GZW2,9,A+蒂伊医疗美容(高德置地广场·冬广场),0.35,20
GZW2,10,富力东山新天地F区,1.59,20
GZW2,11,高德置地广场·冬广场,0.24,20
GZW2,12,O.C.E(天汇广场店),0.71,19
GZW2,13,广州周大福金融中心,0.05,17
GZW2,14,冬广场写字楼,0.35,16
GZW2,15,珠光·新城御景二期北区,2.51,15
GZW2,16,荟翠广场(敦和路),3.37,15
GZW2,17,弘远大厦,0.79,14
GZW2,18,富力盈丰大厦B座,1.28,13
GZW2,19,星汇云锦,1.04,13
GZW2,20,森泰阳台庭院定制(维家思广场店),0.67,13
GZW2,21,利雅湾,0.37,13
GZW2,22,隅舍国际公寓(广州珠江新城潭村地铁站店),2.31,12
GZW2,23,广州海珠潇雅轩公寓,2.73,12
GZW2,24,珠江城,0.77,12
GZW2,25,凯华国际中心,0.23,11
GZW2,26,领峰,0.52,11
GZW2,27,粤海金融中心,0.83,11
GZW2,28,天盈广场东塔,0.74,11
GZW2,29,君御雅苑,0.41,10
GZW2,30,保利威座大厦南塔,0.42,10
GZW2,31,东塔K11商场,0.03,10
GZW2,32,明月阁,1.34,10
GZW2,33,富力盈凯广场,0.41,10
GZW2,34,方圆月岛,0.45,10
GZW2,35,嘉裕公馆,0.33,10
GZW2,36,中海·璟晖华庭,0.83,9
GZW2,37,利雅湾,0.37,9
GZW2,38,发展中心,0.96,9
GZW2,39,天盈广场,0.67,9
GZW2,40,西塔IFC,0.28,9
GZW2,41,凯华国际中心,0.18,9
GZW2,42,汇峰A座,0.53,9
GZW2,43,保利·心语,0.63,9
GZW2,44,蓝色康园,2.9,9
GZW2,45,富力盈泰广场,1.3,9
GZW2,46,天德广场T2栋,0.79,9
GZW2,47,珠光·新城御景二期北区,2.48,9
GZW2,48,星汇雅苑,2.47,9
GZW2,49,星汇云锦,0.99,8
GZW2,50,汇峰苑,0.48,8
BJBS9,1,北京缤纷汇购物中心,0.17,25
BJBS9,2,时代国际嘉园,0.45,24
BJBS9,3,瑞齿口腔(北京缤纷汇购物中心店),0.23,18
BJBS9,4,阳光财富大厦,1.64,16
BJBS9,5,CBD总部公寓,0.71,15
BJBS9,6,富力城C区,0.31,14
BJBS9,7,北京缤纷汇购物中心,0.16,13
BJBS9,8,富力城D区,0.65,12
BJBS9,9,首城国际B区,1.01,12
BJBS9,10,京纸大厦,0.48,12
BJBS9,11,怡馨园,0.28,11
BJBS9,12,富力城A区,0.12,11
BJBS9,13,北京缤纷汇购物中心,0.15,10
BJBS9,14,万科蓝山,2.45,10
BJBS9,15,禧福汇,1.87,10
BJBS9,16,珠江帝景B区,1.77,10
BJBS9,17,苹果社区北区3号楼B座,0.83,9
BJBS9,18,瑞齿口腔(北京缤纷汇购物中心店),0.22,9
BJBS9,19,广渠门外大街26号院,0.45,9
BJBS9,20,华腾北搪商务大厦,1.28,9
BJBS9,21,潘家园南里,2.77,9
BJBS9,22,松榆西里社区,2.43,9
BJBS9,23,合生国际家园东区,0.44,9
BJBS9,24,自由季,2.09,9
BJBS9,25,平乐园小区,2.25,9
BJBS9,26,芳城东里,3.6,8
BJBS9,27,怡馨园,0.33,8
BJBS9,28,合生国际家园,0.54,8
BJBS9,29,广渠门外大街5号院,0.82,8
BJBS9,30,杨梅红艺术教育(北京富力广场店),0.08,8
BJBS9,31,富力城A区,0.12,8
BJBS9,32,北京万达影视,0.85,8
BJBS9,33,乐成中心SPA,0.24,8
BJBS9,34,富力中心,0.15,8
BJBS9,35,北京M酒店公寓(金茂府店),2.11,8
BJBS9,36,富力城A区,0.18,7
BJBS9,37,农光东里社区,1.76,7
BJBS9,38,金港国际,1.57,7
BJBS9,39,冠城名敦道,1.19,7
BJBS9,40,苹果社区,0.88,7
BJBS9,41,首城国际B区,0.92,7
BJBS9,42,世桥国贸公寓,0.54,7
BJBS9,43,A派公寓,0.65,7
BJBS9,44,云住·自助公寓(北京双井劲松地铁站店),1.02,7
BJBS9,45,富力城D区,0.64,7
BJBS9,46,首城国际,0.92,7
BJBS9,47,苹果社区,0.82,7
BJBS9,48,双龙南里小区东区,3.8,7
BJBS9,49,北京时代国际公寓,0.31,7
BJBS9,50,首东国际A座,1.2,7
SHW97,1,上海宝尊电子商务有限公司,0.3,41
SHW97,2,市北高新技术服务园区2号楼,0.71,31
SHW97,3,市北·云立方云计算产业基地,0.47,30
SHW97,4,上海宝尊电子商务有限公司,0.31,29
SHW97,5,大众·东朔空间,0.94,28
SHW97,6,市北·数智大厦,0.3,25
SHW97,7,聚能湾创新创业中心A座,0.82,25
SHW97,8,微领地青年社区(新静安中心社区),1.51,22
SHW97,9,锦森欧洲大楼,0.27,21
SHW97,10,静安国际科创社区·云汇数智中心,1.03,19
SHW97,11,保德公寓,1.97,18
SHW97,12,场中路2260号,0.86,18
SHW97,13,永鼎大厦,0.65,17
SHW97,14,静安府东区,0.6,17
SHW97,15,绿地·新都会6号楼,2.62,13
SHW97,16,市北高新人才公寓,0.35,13
SHW97,17,市北高新技术服务园区16号楼,0.61,13
SHW97,18,市北高新技术服务园区西区,0.9,12
SHW97,19,宝山数字科创港(环上大5号基地),4.53,11
SHW97,20,上海市北高新园区,0.86,11
SHW97,21,luckin coffee 瑞幸咖啡(多媒体大厦店),0.46,11
SHW97,22,市北·云立方云计算产业基地,0.46,11
SHW97,23,龙缘花园西区,3.93,11
SHW97,24,静安府东区,0.62,10
SHW97,25,中星馨恒苑,1.47,10
SHW97,26,上海中建瑞贝庭公寓酒店,1.26,10
SHW97,27,祥腾财富广场2号楼901室,0.64,10
SHW97,28,市北高新技术服务园区18B幢,0.71,10
SHW97,29,绿泉家苑,0.79,10
SHW97,30,半里绿廊,0.28,10
SHW97,31,祥腾财富广场9号楼,0.7,10
SHW97,32,仁恒静安世纪,1.27,9
SHW97,33,Tims咖啡(卓越时代商务广场捷枫店),4.49,9
SHW97,34,市北·壹中心,0.89,9
SHW97,35,中星馨恒苑,1.39,9
SHW97,36,中环·国际公寓2期,4.32,9
SHW97,37,大华·公园城市璟翠华庭,3.06,9
SHW97,38,东贤大厦,1.54,9
SHW97,39,大华享寓,2.51,9
SHW97,40,贝壳海盐公寓(汶水路店),0.64,8
SHW97,41,远大购物中心(万荣路店),0.4,8
SHW97,42,上海宝尊电子商务有限公司,0.25,8
SHW97,43,汇智安垦 ANKEN Avenue,0.06,8
SHW97,44,[],1.9,8
SHW97,45,汇智安垦 ANKEN Avenue,0.14,8
SHW97,46,汇智安垦 ANKEN Avenue,0.07,8
SHW97,47,大宁中环广场A座,1.46,8
SHW97,48,中铁中环时代广场5号楼,0.32,8
SHW97,49,静安府西区,0.46,8
SHW97,50,庙行镇社区文化活动中心,3.55,8
SHW90,1,太阳广场,4.81,40
SHW90,2,上海友谊商店,0.44,19
SHW90,3,东方商厦(中环店),0.09,17
SHW90,4,梅六小区梅川路916弄,0.4,17
SHW90,5,麦德龙总部办公楼,0.27,15
SHW90,6,近铁城市广场南区,1.54,15
SHW90,7,真源小区真光路962弄,0.73,12
SHW90,8,祥和尊邸,0.48,12
SHW90,9,真北新村二街坊真北支路263弄,1.77,10
SHW90,10,罗福佳公寓(江桥店),2.46,9
SHW90,11,上海智创TOP人才公寓,2.8,9
SHW90,12,中鼎豪园,2.07,9
SHW90,13,真情公寓真光路1915弄50支弄,1.15,9
SHW90,14,真光新村第十小区,0.75,9
SHW90,15,阳光威尼斯,2.53,9
SHW90,16,天地软件园(南园),1.9,9
SHW90,17,上海智创TOP人才公寓,2.79,8
SHW90,18,上海张江高新技术产业开发区普陀园中环国际总部社区,1.75,8
SHW90,19,金环商务花园办公楼,1.73,8
SHW90,20,真源小区社区居委会,0.53,8
SHW90,21,绿洲中环中心915号楼,1.29,8
SHW90,22,樱花苑北石路610弄,1.12,8
SHW90,23,祥和家园,0.51,7
SHW90,24,金沙嘉年华园,1.68,7
SHW90,25,华盛国际商务花园北区,2.3,7
SHW90,26,祥和尊邸,0.59,7
SHW90,27,华盛国际商务花园北区,2.36,7
SHW90,28,上海友谊商店,0.44,7
SHW90,29,金沙雅苑未来街区,2.19,7
SHW90,30,华盛国际商务花园东区,2.09,7
SHW90,31,康鹏生命科技产业园,2.79,7
SHW90,32,银座·印象,2.57,7
SHW90,33,祁云绿地街心花园,2.46,7
SHW90,34,祥和名邸,0.78,6
SHW90,35,真源小区真光路962弄,0.74,6
SHW90,36,上海圣诺亚皇冠假日酒店·诺亚厨房(118广场店),1.6,6
SHW90,37,特别小栈日租公寓(上海祁连山南路店),2.34,6
SHW90,38,明丰世纪苑,1.92,6
SHW90,39,嘉秀新苑,2.05,6
SHW90,40,上海胜益商务中心,0.3,6
SHW90,41,华鼎之家,1.67,6
SHW90,42,祥和尊邸,0.53,6
SHW90,43,金沙雅苑3期,1.46,6
SHW90,44,祥和尊邸,0.49,6
SHW90,45,红星世贸大厦B座,0.89,6
SHW90,46,阳光建华城二期,2.74,5
SHW90,47,智创壹佰,2.68,5
SHW90,48,象源丽都,1.03,5
SHW90,49,尚品宅配(上海百联中环购物广场店),0.07,5
SHW90,50,真光新村第四小区,1.16,5
SZW20,1,深圳北理莫斯科大学B栋,5.57,55
SZW20,2,六月初公寓(大运体育馆店),3.78,25
SZW20,3,梦公园国际度假Apartment(龙岗中心城愉园地铁站店),0.12,22
SZW20,4,新亚洲花园3区,2.24,12
SZW20,5,龙岗天安数码城2栋产业楼B座,1.28,11
SZW20,6,仁恒梦创广场B塔,0.23,11
SZW20,7,怡龙枫景园,5.09,10
SZW20,8,万科翰邻城1期,0.41,10
SZW20,9,龙岗公众高尔夫球场,5.89,10
SZW20,10,官井头公寓楼11幢,4.4,10
SZW20,11,龙岗公众高尔夫球场,5.86,8
SZW20,12,龙光·君悦龙庭二.三期,0.48,8
SZW20,13,仁恒梦公园酒店公寓(盐龙大道分店),0.2,8
SZW20,14,嘉欣园,2.34,8
SZW20,15,新亚洲花园新仁苑,1.83,8
SZW20,16,万科金域学府,1.0,8
SZW20,17,家和盛世一期,1.3,8
SZW20,18,京基智慧科园,1.68,7
SZW20,19,万科时代广场9拾9街,2.99,7
SZW20,20,仁恒·梦公园二期,0.11,7
SZW20,21,中粮祥云广场2A座,3.82,7
SZW20,22,华讯商厦,3.07,7
SZW20,23,星光里,4.01,7
SZW20,24,朗晟阁公寓,1.85,7
SZW20,25,万象天成,3.11,7
SZW20,26,隐龙谷,0.93,6
SZW20,27,卓弘星辰,7.7,6
SZW20,28,家和盛世一期,1.22,6
SZW20,29,大运自然公园,4.99,6
SZW20,30,紫薇花园南区,2.29,6
SZW20,31,希朗顿行政公寓(深圳龙岗大运中心体育馆店),3.36,6
SZW20,32,新秀新村东区,1.07,6
SZW20,33,Bee Pastry(珠江广场店),2.74,6
SZW20,34,益田·大运城邦1期,2.13,5
SZW20,35,万科金域学府,1.08,5
SZW20,36,恒明湾创汇中心,0.22,5
SZW20,37,大运湾东中心大堂,1.47,5
SZW20,38,信义御城一期,8.88,5
SZW20,39,玥田酒店公寓(深圳龙岗大运中心体育馆店),3.11,5
SZW20,40,龙光·君悦龙庭三期,0.38,5
SZW20,41,朗晟阁公寓,1.81,5
SZW20,42,香港中文大学(深圳)上园教职员宿舍,4.77,5
SZW20,43,星河盛境2期,7.8,5
SZW20,44,鸿荣源·公园大地3期,2.07,5
SZW20,45,创意基地,5.14,5
