门店ID,排名,地点名称,距离(km),配送次数
SHW69,37,粤秀苑,1.17,7
SHW69,38,仁恒静安世纪,0.47,7
SHW69,39,明园森林都市滴翠苑,1.15,7
SHW69,40,胡欣苑,6.42,6
SHW69,41,大宁金茂府2期,1.34,6
SHW69,42,大宁金茂府2期,1.21,6
SHW69,43,明呈商务大厦,0.98,6
SHW69,44,华一小区847弄,1.17,6
SHW69,45,凉城新村街道,1.25,6
SHW69,46,市北华庭,0.43,6
SHW69,47,大宁中环广场A座,0.82,5
SHW69,48,彭新小区闻喜路930弄,1.51,5
SHW69,49,宝鸿小区,1.68,5
SHW69,50,1315海星智地生活广场,1.51,5
BJBS11,1,华润大厦,0.98,34
BJBS11,2,中国人寿大厦,0.31,26
BJBS11,3,嘉铭中心B座,2.04,22
BJBS11,4,科锐国际,0.28,22
BJBS11,5,科锐国际,0.27,21
BJBS11,6,兴业银行大厦,0.57,18
BJBS11,7,光华长安大厦,1.47,18
BJBS11,8,光彩国际公寓,0.87,17
BJBS11,9,中粮福临门,0.22,17
BJBS11,10,元嘉国际公寓-写字楼,1.71,14
BJBS11,11,华声国际大厦,0.8,14
BJBS11,12,友邦金融中心,2.2,13
BJBS11,13,SOHO尚都南塔,1.34,12
BJBS11,14,豆瓣胡同小区西区,1.03,12
BJBS11,15,兆泰国际中心C座,0.24,11
BJBS11,16,鸿安国际大厦,1.2,11
BJBS11,17,时尚大厦(金桐西路),1.36,11
BJBS11,18,南三里屯13号东院,1.77,10
BJBS11,19,北京永利国际中心,1.6,10
BJBS11,20,日坛晶华,0.52,10
BJBS11,21,富华大厦C座,1.08,10
BJBS11,22,泓晟国际中心,1.15,9
BJBS11,23,中国人寿大厦,0.27,9
BJBS11,24,朝外SOHOB座,1.4,9
BJBS11,25,金麒大厦,0.92,9
BJBS11,26,中青旅大厦,1.91,9
BJBS11,27,东方银座公寓C座,2.15,9
BJBS11,28,三里屯SOHO办公A座,1.84,9
BJBS11,29,康堡花园,1.45,9
BJBS11,30,光彩国际公寓,0.93,8
BJBS11,31,北京星美医疗美容诊所(三里屯SOHO6号商场店),1.73,8
BJBS11,32,北京方恒东迎坊服务公寓,0.91,8
BJBS11,33,三里屯SOHO商场5,1.78,8
BJBS11,34,骏苑宿舍,1.01,8
BJBS11,35,银河SOHO商场A座,0.39,8
BJBS11,36,阳光都市,1.64,8
BJBS11,37,悠唐国际B座,0.03,8
BJBS11,38,北京INN4号楼,0.6,8
BJBS11,39,北京INN4号楼,0.61,8
BJBS11,40,世贸国际公寓,1.39,7
BJBS11,41,美惠大厦,1.04,7
BJBS11,42,北京侨福芳草地大厦,0.93,7
BJBS11,43,银河SOHO D座,0.38,7
BJBS11,44,复星国际中心,1.55,7
BJBS11,45,昆泰大厦,0.89,7
BJBS11,46,昆泰国际大厦,0.41,7
BJBS11,47,光华路SOHO2A座,1.4,7
BJBS11,48,复星国际中心,1.53,7
BJBS11,49,五矿广场B座,1.24,7
BJBS11,50,悠唐购物中心2期,0.03,7
BJBS1,1,现代汽车大厦,0.62,37
BJBS1,2,京城大厦(东1门),0.82,31
BJBS1,3,光明公寓,0.53,25
BJBS1,4,亮马名居,0.96,24
BJBS1,5,德国中心,0.02,22
BJBS1,6,联合国大楼,0.79,22
BJBS1,7,HelloMart城市市集,0.24,21
BJBS1,8,中联亚大厦B座,2.07,21
BJBS1,9,嘉里·星源汇,0.79,20
BJBS1,10,东湖别墅,2.17,20
BJBS1,11,丽都悦府,2.83,18
BJBS1,12,凯宾斯基饭店办公楼,0.15,18
BJBS1,13,北京花园公寓,1.07,18
BJBS1,14,三里屯外交公寓,1.92,18
BJBS1,15,京城大厦,0.93,18
BJBS1,16,海晟·名苑北区,2.27,18
BJBS1,17,东润枫景,2.76,17
BJBS1,18,嘉和丽园公寓,0.8,16
BJBS1,19,平安国际金融中心B座,0.43,15
BJBS1,20,北京启皓大厦,0.75,15
BJBS1,21,亮马桥外交办公大楼,0.08,15
BJBS1,22,联合国大楼,0.78,15
BJBS1,23,天安·豪园,1.87,15
BJBS1,24,朝阳公寓,0.41,15
BJBS1,25,幸福三村小区,1.38,14
BJBS1,26,北京启皓中心西塔,0.77,14
BJBS1,27,星巴克咖啡(北京光明大厦店),0.38,14
BJBS1,28,京信大厦,0.48,14
BJBS1,29,US联邦公寓,0.52,14
BJBS1,30,华远·九都汇,0.67,14
BJBS1,31,鹏润大厦,0.97,14
BJBS1,32,中信证券大厦(麦子店街),0.32,14
BJBS1,33,丽水嘉园(朝阳公园南路),2.63,14
BJBS1,34,云中心,0.76,13
BJBS1,35,佳程广场,0.83,13
BJBS1,36,盛厦商务楼,1.59,13
BJBS1,37,联合国大楼,0.83,13
BJBS1,38,远东科技文化园,3.11,13
BJBS1,39,光明大厦,0.47,13
BJBS1,40,天恒大厦B座,2.61,13
BJBS1,41,北京东苑公寓,0.72,13
BJBS1,42,白家庄北里,1.96,13
BJBS1,43,凤凰城3期,1.71,13
BJBS1,44,东湖别墅,2.07,12
BJBS1,45,北京燕莎中心写字楼,0.1,12
BJBS1,46,DRC外交公寓,0.25,12
BJBS1,47,德国中心,0.02,12
BJBS1,48,佳隆国际大厦A座,2.01,12
BJBS1,49,海航大厦,1.06,12
BJBS1,50,盈科中心,2.06,12
SHW82,1,金仕达大厦,0.31,38
SHW82,2,上海中医药大学学生公寓(2号门)(装修中),1.51,29
SHW82,3,TCL大楼,0.47,28
SHW82,4,张江汤臣豪园四期,1.07,27
SHW82,5,爱酷空间,0.82,26
SHW82,6,TCL大楼,0.39,25
SHW82,7,古桐二村,1.72,24
SHW82,8,张江汤臣豪园三期,0.66,24
SHW82,9,Tower3号楼,1.65,21
SHW82,10,中国芯科技园,1.18,20
SHW82,11,长泰广场C座,0.39,19
SHW82,12,国创中心,3.31,19
SHW82,13,张江创业源北区,1.69,19
SHW82,14,上海市张江高科技园区87号楼,0.86,19
SHW82,15,东郊花园一期,1.9,19
SHW82,16,张江汤臣豪园三期,0.51,18
SHW82,17,德国中心1号楼,1.72,18
SHW82,18,创邑SPACE,1.91,18
SHW82,19,长泰广场B座,0.39,18
SHW82,20,TCL大楼,0.41,18
SHW82,21,长泰广场E座,0.38,17
SHW82,22,张江高科·集贤天地F幢,2.73,17
SHW82,23,礼德国际,3.54,17
SHW82,24,上海张江汤臣豪园四期日租公寓,0.97,16
SHW82,25,博鑫商务酒店(上海广兰路地铁站店),1.6,16
SHW82,26,张江药谷,0.98,16
SHW82,27,展想中心,1.27,15
SHW82,28,日月光水岸花园二期,2.3,15
SHW82,29,金科中心,0.74,15
SHW82,30,大秦府(天之骄子广场店),2.83,15
SHW82,31,上海浦东软件园,0.59,14
SHW82,32,张江·创新园4号楼,0.99,14
SHW82,33,上海·浦东张江园区,1.4,13
SHW82,34,上海市张江高科技园区8号楼,0.62,13
SHW82,35,[],0.97,13
SHW82,36,凌阳大厦,0.33,12
SHW82,37,展想广场1号楼,2.7,12
SHW82,38,长泰广场B座,0.37,12
SHW82,39,中兴通讯大厦(晨晖路),1.59,11
SHW82,40,景瑞张江中心,1.46,11
SHW82,41,通用电气医疗中国科技园,2.24,11
SHW82,42,华大半导体新园区,2.59,11
SHW82,43,金科中心C座,0.6,11
SHW82,44,ATLATL创新研发中心,1.24,11
SHW82,45,康达源谷,0.34,11
SHW82,46,星巴克臻选(汇智广场店),0.22,10
SHW82,47,长泰广场A座,0.38,10
SHW82,48,ATLATL创新研发中心,1.4,10
SHW82,49,金桥寓见·礼御绿谷公寓,8.07,10
SHW82,50,张江·创新园,1.05,10
BJW51,1,宏达工业园,0.58,50
BJW51,2,和裕商业中心,1.01,18
BJW51,3,京蒙(亦庄·赤峰)科创产业园(建设中),1.09,17
BJW51,4,林肯公园B区,0.56,16
BJW51,5,经开万佳国际机械城家属院,1.8,16
BJW51,6,林肯公园C区,1.06,15
BJW51,7,经海四路25号院,2.96,12
BJW51,8,亦城国际中心B座,0.41,11
BJW51,9,梅园,1.05,11
BJW51,10,大雄城市花园一幅画卷之馨冬苑,0.79,11
BJW51,11,林肯公园B区,0.55,10
BJW51,12,鸿博家园二期F区,4.58,9
BJW51,13,嘉德长实科技园B座,1.41,9
BJW51,14,林肯公园,0.57,9
BJW51,15,东亚嘉创中心,4.17,9
BJW51,16,博客雅居,0.48,9
BJW51,17,林肯公园B区,0.55,8
BJW51,18,鸿博家园江南山水,3.48,8
BJW51,19,林肯公园B区,0.43,8
BJW51,20,林肯公寓(西南门),0.72,8
BJW51,21,林肯公园B区,0.44,7
BJW51,22,林肯公园C区,1.12,7
BJW51,23,鸿博家园一期B区,3.74,7
BJW51,24,亦城国际中心A座,0.33,7
BJW51,25,林肯公园2期C区,0.93,7
BJW51,26,77文创·亦庄至美,1.24,7
BJW51,27,林肯公园B区,0.47,7
BJW51,28,朗润园2期,3.82,7
BJW51,29,林肯公园2期C区,0.86,7
BJW51,30,和裕商业中心,0.91,7
BJW51,31,BDA国际港,2.82,6
BJW51,32,满满自习室(亦庄万源街力宝广场店),0.21,6
BJW51,33,旧宫东里小区,3.84,6
BJW51,34,东亚五环国际,4.28,6
BJW51,35,宏达工业园,0.59,6
BJW51,36,富源里,2.15,6
BJW51,37,城乡世纪广场A座,2.63,6
BJW51,38,中国国际电子商务中心,0.68,6
BJW51,39,中国联通信息化大厦(北门),0.59,6
BJW51,40,林肯公寓(东北门),0.82,6
BJW51,41,林肯公园C区,0.9,6
BJW51,42,林肯公园B区,0.54,6
BJW51,43,国际企业文化园西园,1.55,5
BJW51,44,茂华时代专业烫染店,4.82,5
BJW51,45,林肯公园B区,0.41,5
BJW51,46,健身广场,1.11,5
BJW51,47,林肯公园C区,1.05,5
BJW51,48,中材大厦(隆庆街),0.7,5
BJW51,49,泊寓院儿(旧宫店),3.94,5
BJW51,50,林肯公园A区,0.53,5
SHW13,1,圣天地商务楼,0.22,32
SHW13,2,上海博克公寓,0.4,23
SHW13,3,友力国际大厦,0.31,23
SHW13,4,冠龙大厦,0.29,21
SHW13,5,圣天地服务式公寓,0.23,21
SHW13,6,中期大厦,1.12,20
SHW13,7,MOHO办公楼,0.86,19
SHW13,8,三维大厦,0.5,18
SHW13,9,世纪商务大厦(长寿路),0.16,18
SHW13,10,都华名苑,0.45,17
SHW13,11,中远两湾城东区远景路97弄,1.15,16
SHW13,12,静安晶华园,0.42,14
SHW13,13,玉佛城,0.39,14
SHW13,14,圣天地服务式公寓,0.2,13
SHW13,15,中远两湾城东区中潭路100弄,1.07,13
SHW13,16,玉佛城,0.36,12
SHW13,17,泰欣嘉园,0.91,11
SHW13,18,魔方公寓(镇坪路店),1.04,11
SHW13,19,和丰苑,1.5,10
SHW13,20,锦绣里,0.65,10
SHW13,21,财富时代大厦,0.09,10
SHW13,22,乐而美(澳门小区店),0.56,10
SHW13,23,泰欣嘉园,0.97,9
SHW13,24,大闻丽都苑,0.7,9
SHW13,25,恺悦大厦,0.64,9
SHW13,26,中远两湾城东区远景路97弄,1.13,8
SHW13,27,圣天地服务式公寓,0.19,8
SHW13,28,鸿寿坊,0.19,8
SHW13,29,玉城大厦,0.2,8
SHW13,30,江宁公馆,0.45,8
SHW13,31,富丽大厦·花苑,0.37,8
SHW13,32,河滨围城,0.7,8
SHW13,33,中远两湾城东区远景路97弄,1.17,7
SHW13,34,中远两湾城第一社区,1.26,7
SHW13,35,中远两湾城西区中潭路33弄,0.89,7
SHW13,36,博硕楼,0.23,7
SHW13,37,源达大厦,0.26,7
SHW13,38,达安商务楼,0.8,7
SHW13,39,中远两湾城西区,0.94,6
SHW13,40,上海博克公寓,0.39,6
SHW13,41,小企业金融中心,0.45,6
SHW13,42,江宁路906弄小区,0.57,6
SHW13,43,浦发广场E座,1.27,6
SHW13,44,中远两湾城东区,1.13,6
SHW13,45,乐活居,0.46,6
SHW13,46,泰欣嘉园,0.96,6
SHW13,47,宗鑫公寓,0.74,6
SHW13,48,世纪之门,0.57,6
SHW13,49,乐活居,0.42,6
SHW13,50,静安晶华园,0.5,6
SHBS19,1,博华广场,0.06,32
SHBS19,2,振安广场恒安大厦,0.26,30
SHBS19,3,华盛大公馆,0.57,17
SHBS19,4,顺德苑,0.12,17
SHBS19,5,华盛大公馆,0.61,13
SHBS19,6,国际丽都城石门二路199弄,0.43,11
SHBS19,7,武泰公寓,0.54,11
SHBS19,8,上海环贸广场,2.42,10
SHBS19,9,福新汇,0.71,10
SHBS19,10,苏河美欣公寓,1.11,10
SHBS19,11,华盛大公馆,0.54,9
SHBS19,12,嘉发大厦,0.49,9
SHBS19,13,北京西路838弄2号小区,0.54,9
SHBS19,14,大统路107弄1-3号,0.78,9
SHBS19,15,新桥路52弄,0.39,8
SHBS19,16,上海滩·新昌城,0.35,8
SHBS19,17,新桥路52弄,0.39,8
SHBS19,18,新福康里商务中心,0.33,8
SHBS19,19,新福康里,0.42,8
SHBS19,20,国际丽都城北京西路758弄,0.52,8
SHBS19,21,中心铂庭,0.86,8
SHBS19,22,国际丽都城,0.4,8
SHBS19,23,新福康里商务中心,0.3,7
SHBS19,24,博华广场,0.03,7
SHBS19,25,博华大厦,0.14,7
SHBS19,26,上海滩·新昌城,0.42,7
SHBS19,27,国际丽都城,0.46,7
SHBS19,28,金色家园,0.58,7
SHBS19,29,华旭国际大厦,1.37,7
SHBS19,30,国际丽都城石门二路199弄,0.34,6
SHBS19,31,新福康里商务中心,0.31,6
SHBS19,32,苏河美欣公寓,1.17,6
SHBS19,33,良友高层,0.43,6
SHBS19,34,现代建筑设计大厦,0.19,6
SHBS19,35,北苑大厦(南星路),0.85,6
SHBS19,36,苏河融景,0.83,6
SHBS19,37,盈凯文创广场,1.12,6
SHBS19,38,Intercontinental 上海静安洲际行政公寓,1.33,6
SHBS19,39,汉中小区汉中路78弄,0.72,6
SHBS19,40,中远两湾城东区远景路97弄,2.02,6
SHBS19,41,振安广场静安公寓,0.27,5
SHBS19,42,顺德苑,0.15,5
SHBS19,43,国泰海通大厦,0.56,5
SHBS19,44,远中风华园,0.69,5
SHBS19,45,苏河融景,0.84,5
SHBS19,46,上海市中医医院宿舍,2.99,5
SHBS19,47,中心铂庭,0.85,5
SHBS19,48,卫茂大厦,2.01,5
SHBS19,49,祥康里,0.72,5
SHBS19,50,愚园路419弄,2.58,5
SHW74,1,中海紫御豪庭,0.62,24
SHW74,2,CUBIC3三立方咖啡(近铁广场店),0.86,23
SHW74,3,上海协信莎玛长风服务式公寓,0.61,19
SHW74,4,枣阳路530弄小区,1.37,19
SHW74,5,罗莱生活大厦,0.1,19
SHW74,6,康美中心,0.16,19
SHW74,7,长风科创,0.13,17
SHW74,8,朗诗阁服务式公寓,0.66,17
SHW74,9,星风花苑,0.88,16
SHW74,10,近铁城市广场南区,0.87,16
SHW74,11,新城控股大厦B座,0.5,16
SHW74,12,长风雅仕名邸,0.34,16
SHW74,13,闻天下创新中心,0.56,15
SHW74,14,沁和坊-PARK11,0.4,14
SHW74,15,国浩长风城,0.64,14
SHW74,16,华东师范大学同普路研究生公寓,0.46,14
SHW74,17,长风樱花汇,0.44,12
SHW74,18,长风雅仕名邸,0.31,12
SHW74,19,旭辉世纪广场9号楼,0.95,12
SHW74,20,海亮大厦B座,0.79,12
SHW74,21,朗诗藏峰,0.74,12
SHW74,22,沁和坊-PARK11,0.42,11
SHW74,23,国浩·长风汇都,0.25,10
SHW74,24,金梅园,2.04,10
SHW74,25,长风科创,0.12,10
SHW74,26,罗普特科技楼,0.69,10
SHW74,27,长风网络安全产业园,0.53,9
SHW74,28,上海圣诺亚皇冠假日酒店·诺亚厨房(118广场店),1.16,9
SHW74,29,清华B,0.51,9
SHW74,30,东甘家宅小区,0.94,8
SHW74,31,桔子水晶上海长风商务区酒店,0.62,8
SHW74,32,和畅公寓(北门),0.48,8
SHW74,33,长风雅仕名邸,0.31,8
SHW74,34,四季养生(桃源π商业广场),0.05,8
SHW74,35,长风樱花汇,0.43,8
SHW74,36,上海协信莎玛长风服务式公寓,0.66,8
SHW74,37,闻天下创新中心,0.54,8
SHW74,38,长风雅仕名邸,0.32,7
SHW74,39,新曹杨商务区,0.91,7
SHW74,40,瑞幸咖啡(桃源Π商业广场店),0.14,7
SHW74,41,华东师大科技园,0.7,7
SHW74,42,海亮大厦B座,0.85,7
SHW74,43,国浩长风城,0.67,7
SHW74,44,夜玲珑油边皇(118广场店),1.15,7
SHW74,45,西部乐巢·和畅公寓,0.53,7
SHW74,46,长风小区,1.06,7
SHW74,47,尚鸿商务中心(西北门),0.58,6
SHW74,48,同普坊(同普路),1.8,6
SHW74,49,麦香园牛肉面(东渡国际嘉庭广场店),0.53,6
SHW74,50,康美中心,0.14,6
BJW38,1,远洋国际中心A座,0.13,26
BJW38,2,远洋天地二期,0.57,22
BJW38,3,远洋国际中心A座,0.12,21
BJW38,4,富贵食品商城,0.14,19
BJW38,5,远洋国际中心B座,0.2,17
BJW38,6,远洋国际中心D座,0.32,16
BJW38,7,国兴·观湖国际北院,2.52,14
BJW38,8,道家园小区北区14号楼,1.38,13
BJW38,9,啫茶茶·茶饭酒屋(华贸商务楼店),0.94,13
BJW38,10,莱锦文化创意产业园,0.63,13
BJW38,11,金隅大成国际中心A座,1.79,13
BJW38,12,远洋国际中心2期,0.07,12
BJW38,13,住邦2000商务中心1号楼B区,0.07,12
BJW38,14,金地·名京,0.94,12
BJW38,15,公园大道,1.92,12
BJW38,16,德乾信源企业孵化器,0.54,12
BJW38,17,住邦2000商务中心1号楼A座,0.16,12
BJW38,18,都会华庭-纽约阁,0.93,12
BJW38,19,环球财金中心,1.21,11
BJW38,20,远洋国际中心1期,0.21,11
BJW38,21,公园大道,1.89,10
BJW38,22,北京华商壹棠服务公寓,0.76,9
BJW38,23,公园大道,1.94,9
BJW38,24,九号公馆,0.49,9
BJW38,25,尚8设计+创意园,1.41,9
BJW38,26,莱锦文化创意产业园,0.51,9
BJW38,27,东区国际公寓,0.41,9
BJW38,28,公园大道,1.85,8
BJW38,29,远洋国际中心C座,0.26,8
BJW38,30,伊莎文化广场A座,1.48,8
BJW38,31,惠民园,1.98,8
BJW38,32,爱施德大厦,2.18,8
BJW38,33,远洋国际中心,0.21,7
BJW38,34,景园大厦,2.71,7
BJW38,35,远洋国际中心F座,0.19,7
BJW38,36,远洋国际中心D座,0.33,7
BJW38,37,万科东第,2.02,7
BJW38,38,金地·名京,0.83,7
BJW38,39,凯德锦绣,0.22,7
BJW38,40,丽水嘉园(朝阳公园南路),1.93,7
BJW38,41,金地·名京,0.94,7
BJW38,42,国兴·观湖国际北院,2.51,6
BJW38,43,京棉新城A1区南区,0.39,6
BJW38,44,燕京里国际青年公寓A座,0.8,6
BJW38,45,远洋天地一期,0.22,6
BJW38,46,富贵食品商城,0.18,6
BJW38,47,国贸3期B座,2.65,6
BJW38,48,维拓设计大厦,0.82,6
BJW38,49,东配楼,0.32,6
BJW38,50,红庙社区慈云里小区管理委员会,0.57,6
CDLK1,1,新泓苑,1.4,20
CDLK1,2,新希望D10天府,1.79,15
CDLK1,3,太古里东广场,0.02,9
CDLK1,4,恒大·都汇华庭,0.45,9
CDLK1,5,锦海国际A座,0.27,8
CDLK1,6,三洲佳润娇子苑,0.78,7
CDLK1,7,明法文化广场,3.07,6
CDLK1,8,IFS国际金融中心,0.33,6
CDLK1,9,新希望D10天府,1.66,5
CDLK1,10,新希望D10天府,1.73,5
CDLK1,11,新时代广场C座,2.15,5
CDLK1,12,1 IFS国际金融中心,0.37,5
CDLK1,13,太古里东广场-漫广场,0.17,4
CDLK1,14,成都IFS古迹广场,0.24,4
CDLK1,15,川报锦苑,0.75,4
CDLK1,16,麦当劳(来福士广场餐厅),2.73,4
CDLK1,17,太古里东广场,0.09,4
CDLK1,18,成都IFS三号办公楼,0.27,4
CDLK1,19,洺悦珑庭,12.68,4
CDLK1,20,时代豪庭西区,0.76,4
CDLK1,21,太古里东广场,0.02,4
CDLK1,22,万宝大厦(星辉中路),2.39,4
CDLK1,23,睿东中心B座,0.28,4
CDLK1,24,大唐商务中心,0.36,4
CDLK1,25,益华大厦,1.22,4
CDLK1,26,园中苑(四圣祠南街),0.74,3
CDLK1,27,时代豪庭西区,0.7,3
CDLK1,28,华诚大厦(一环路南三段),3.55,3
CDLK1,29,城南世家(黉门后街),2.45,3
CDLK1,30,时代1号,0.58,3
CDLK1,31,东方花园(天祥街),1.12,3
CDLK1,32,时代豪庭东区,0.76,3
CDLK1,33,红布正街9号院,0.39,3
CDLK1,34,四川省医院家属小区二区,4.41,3
CDLK1,35,成都IFS古迹广场,0.25,3
CDLK1,36,成都香格里拉中心商场,1.07,3
CDLK1,37,成都IFS古迹广场,0.24,3
CDLK1,38,盈嘉.赢家,0.27,3
CDLK1,39,成都托尼洛·兰博基尼中心,1.79,3
CDLK1,40,好住·设计师精选影院公寓(成都建设路东郊记忆店),4.13,3
CDLK1,41,雅典国际社区,1.08,3
CDLK1,42,成勘院浣花小区,4.79,3
CDLK1,43,成都IFS二号办公楼,0.35,3
CDLK1,44,水东门街43号,0.77,3
CDLK1,45,时代8号(东大街芷泉段),0.67,3
CDLK1,46,成都东方广场假日酒店,0.72,3
CDLK1,47,太古里东广场,0.03,2
CDLK1,48,国航世纪中心,4.23,2
CDLK1,49,国际金融中心2座,0.38,2
CDLK1,50,望平街社区,0.62,2
SHW8,1,尚街Loft时尚生活园区,0.01,40
SHW8,2,伊泰利大厦2号楼,0.56,34
SHW8,3,建德社区,1.09,28
SHW8,4,瑞金二路48弄小区,1.28,27
SHW8,5,海兴广场,0.75,26
SHW8,6,锦和巴黎时韵,0.23,25
SHW8,7,锦和巴黎时韵,0.23,25
SHW8,8,银亿·茗悦公寓,0.73,24
SHW8,9,汇景苑,0.19,24
SHW8,10,嘉华中心,1.34,22
SHW8,11,金谷村,0.91,22
SHW8,12,永康路109弄,0.69,21
SHW8,13,小木桥路227弄小区,0.78,21
SHW8,14,瑞金大厦(茂名南路),1.05,20
SHW8,15,城家公寓(上海日月光打浦桥地铁站店),0.58,20
SHW8,16,鼎园南区,0.75,20
SHW8,17,汇景苑,0.19,20
SHW8,18,太原邸,0.28,20
SHW8,19,淮海国际广场,1.21,19
SHW8,20,平江路244弄,0.93,16
SHW8,21,中港汇,1.08,16
SHW8,22,上海环贸广场1期,1.21,15
SHW8,23,三金大厦写字楼,0.21,15
SHW8,24,藏家公馆,0.2,14
SHW8,25,衡园,0.46,14
SHW8,26,霞飞苑,1.02,14
SHW8,27,紫苑大厦,0.21,14
SHW8,28,上海环贸广场1期,1.21,14
SHW8,29,航天通信商务楼,0.4,13
SHW8,30,8号桥1期创意园区,1.23,13
SHW8,31,金谷村,0.91,13
SHW8,32,城家公寓(上海日月光打浦桥地铁站店),0.62,13
SHW8,33,嘉瑞花苑,0.39,13
SHW8,34,襄阳南路444弄小区,0.31,13
SHW8,35,尚谊小区斜土路1855弄,1.14,13
SHW8,36,文安坊,0.69,12
SHW8,37,金巢铂瑞阁,0.66,12
SHW8,38,中山新村,0.95,12
SHW8,39,伊泰利大厦1号楼,0.54,12
SHW8,40,建国西路233弄小区,0.15,12
SHW8,41,太原路297弄,0.42,12
SHW8,42,五洲国际大厦,1.36,12
SHW8,43,轻科大厦,0.89,12
SHW8,44,汇景苑,0.11,12
SHW8,45,鼎园,0.69,12
SHW8,46,宝鼎大厦,1.03,12
SHW8,47,茂名大厦,0.75,11
SHW8,48,高安路101号,1.29,11
SHW8,49,永隆大厦,1.32,11
SHW8,50,上海生产资料交易市场,0.38,11
SHW48,1,太平洋新天地T1大厦,0.28,81
SHW48,2,太平洋新天地T2大厦,0.35,55
SHW48,3,中海国际中心B座,1.01,41
SHW48,4,新茂大厦,0.91,40
SHW48,5,LuOne凯德晶萃广场办公楼,1.08,33
SHW48,6,长河国际公寓·新天地,0.53,31
SHW48,7,安基大厦(大吉路),0.56,27
SHW48,8,湖滨道购物中心,0.41,27
SHW48,9,永业公寓2期,1.29,26
SHW48,10,翠湖天地御苑,0.58,24
SHW48,11,SOHO复兴广场A座,0.99,24
SHW48,12,复兴珑御,0.23,24
SHW48,13,申能国际大厦,0.13,24
SHW48,14,永银大厦,0.58,24
SHW48,15,永银大厦-南楼,0.52,21
SHW48,16,无限极大厦,0.5,18
SHW48,17,太平洋新天地T1大厦,0.24,18
SHW48,18,永惠大厦A栋,0.44,17
SHW48,19,复兴珑御南区,0.32,16
SHW48,20,巴卡拉,0.51,15
SHW48,21,企业天地1号楼,0.7,15
SHW48,22,淮海中华大厦,0.67,15
SHW48,23,人寿附楼,0.65,15
SHW48,24,翠湖天地嘉苑,0.73,15
SHW48,25,露香园,0.74,14
SHW48,26,恒积大厦,0.67,14
SHW48,27,大上海时代广场办公楼,0.67,13
SHW48,28,兰生大厦,0.78,13
SHW48,29,中海·建国里,0.44,13
SHW48,30,中环广场,0.99,12
SHW48,31,外滩中心,1.5,12
SHW48,32,BFC外滩金融中心南区S1座,1.67,12
SHW48,33,中海国际中心A座,1.08,12
SHW48,34,企业天地1号楼,0.69,12
SHW48,35,淮海南丰荟,0.81,12
SHW48,36,鸿泉里,1.02,12
SHW48,37,惠德大厦,0.56,12
SHW48,38,SOHO复兴广场E座,0.95,11
SHW48,39,香港新世界大厦,0.99,11
SHW48,40,永银大厦,0.56,11
SHW48,41,蓬莱大厦,0.84,11
SHW48,42,金天地国际大厦,0.4,11
SHW48,43,上海创意产业集聚区SOHO丽园,1.29,11
SHW48,44,SOHO复兴广场B座,0.97,11
SHW48,45,翠湖天地隽荟都,0.48,11
SHW48,46,复兴珑御南区,0.35,10
SHW48,47,翠湖一号豪宅,0.01,10
SHW48,48,黄浦区医疗综合大楼,0.18,10
SHW48,49,黄浦众鑫城,0.11,10
SHW48,50,城汇大厦,1.18,10
SHW113,1,美丽星城,1.03,32
SHW113,2,九亭中心北区,0.31,18
SHW113,3,杜巷小区(东南门),1.42,18
SHW113,4,九亭金地广场,0.05,18
SHW113,5,嘉蓬产业园,1.12,17
SHW113,6,金地草莓社区(金地广场店),0.13,16
SHW113,7,[],2.9,16
SHW113,8,溪谷墅,1.0,16
SHW113,9,郑远元修脚(九新公路249号亭中小区店),1.36,15
SHW113,10,云欣公寓(上海九亭地铁站店),0.36,14
SHW113,11,永标工业园,3.7,14
SHW113,12,宝龙公寓(九亭站店),0.32,13
SHW113,13,象屿名城,0.88,13
SHW113,14,颐亭花园,2.25,13
SHW113,15,云亭德必易园,0.64,13
SHW113,16,杜巷小区(东南门),1.49,13
SHW113,17,九久青年城2期,0.35,12
SHW113,18,商务酒店公寓,0.85,12
SHW113,19,紫金花园,1.93,12
SHW113,20,颐亭花园,2.06,12
SHW113,21,青春驿站,0.43,12
SHW113,22,复地·九月,1.31,11
SHW113,23,新虹桥首府,2.15,11
SHW113,24,七欣科工业园,2.19,11
SHW113,25,亭园大厦,0.54,11
SHW113,26,新虹桥企业天地,1.91,11
SHW113,27,九服X-club文创汇,1.46,11
SHW113,28,上海豪禺创业园,2.85,10
SHW113,29,上海源花城,1.56,10
SHW113,30,九城湖滨,1.11,10
SHW113,31,中心路小区(北门),2.22,10
SHW113,32,金地法治文化广场,0.26,9
SHW113,33,上海奥林匹克花园北区,1.39,9
SHW113,34,上海喜龙商务酒店,2.13,9
SHW113,35,万科·七宝国际,2.16,9
SHW113,36,琪辉家居工厂旗舰店(泗泾广场店),2.42,9
SHW113,37,沪华·万丽KTV商务会所,6.29,9
SHW113,38,小寅商务楼,2.51,9
SHW113,39,九亭中心南区,0.1,9
SHW113,40,柚宣产后恢复中心(九亭金地广场店),0.26,9
SHW113,41,贝尚湾翰庭,0.96,9
SHW113,42,九亭中心,0.18,9
SHW113,43,英伦·风尚,1.54,8
SHW113,44,嘉南红塔广场,2.55,8
SHW113,45,象屿都城4期,1.93,8
SHW113,46,绿庭尚城,1.14,8
