门店ID,门店名称,城市,poi_count,avg_cost,median_cost,avg_rating,top_categories,business_area,office_count,residential_count,metro_count,nearest_metro_km
SHLK15,上海东湖宾馆LK,上海市,50,226.9,59.0,4.32,"快餐厅(11), 外国餐厅(10), 咖啡厅(10)",淮海路,10,10,10,0.35
CDBS3,成都万象城,成都市,50,62.5,39.0,4.19,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",万年场,10,10,10,0.32
WXW5,无锡滨湖万象汇,无锡市,50,47.9,33.0,4.11,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",蠡园,10,10,10,0.13
BJBS21,北京王府中环店1,北京市,50,99.4,54.0,4.23,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",东单,10,10,10,0.31
CDW14,成都明日巴适,成都市,50,93.0,20.0,3.9,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",四川天府新区成都直管区,10,10,10,0.49
SHW122,上海叠纸,上海市,50,49.9,29.0,4.08,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",五角场,10,10,10,0.31
BJBS16,北京老佛爷,北京市,50,50.3,35.0,4.22,"外国餐厅(12), 中餐厅(10), 快餐厅(10)",西单,10,10,10,0.17
NJW10,南京绿地紫峰购物广场,南京市,50,55.4,30.0,4.19,"中餐厅(14), 外国餐厅(10), 快餐厅(10)",湖北路,10,10,10,0.14
SHW108,上海万象企业中心,上海市,50,75.2,36.0,4.05,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",七宝,10,10,10,0.15
SHW24,上海番禺路,上海市,50,92.9,43.0,4.11,"外国餐厅(10), 快餐厅(10), 休闲餐饮场所(10)",湖南路,10,10,10,0.53
SHW84,上海凌空soho,上海市,50,42.9,23.0,3.91,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",北新泾,10,10,10,0.65
SHBS25,上海会德丰国际广场店,上海市,50,56.0,41.0,4.24,"快餐厅(11), 中餐厅(10), 外国餐厅(10)",静安寺,10,10,10,0.04
BJW26,北京新辰里店,北京市,49,69.9,36.0,4.2,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",亚运村,10,10,10,0.89
SHBS32,上海淮海路1877,上海市,50,153.9,43.0,4.21,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",湖南路,10,10,10,0.31
GZW8,广州黄埔大悦汇店,广州市,50,40.8,20.0,4.0,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",小新塘,10,10,10,0.02
CDW9,成都西宸龙湖,成都市,50,49.5,33.0,4.22,"咖啡厅(11), 中餐厅(10), 外国餐厅(10)",营门口,10,10,10,0.16
SHW89,上海东方广场,上海市,50,73.0,33.0,4.22,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",三林,10,10,10,0.32
SHW6,上海宏伊国际广场,上海市,50,61.1,38.0,4.35,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",北京路,10,10,10,0.05
CDW2,成都来福士,成都市,49,40.8,25.0,3.96,"中餐厅(10), 休闲餐饮场所(10), 咖啡厅(10)",跳伞塔,10,10,10,0.03
CDW6,成都银泰,成都市,49,81.7,30.0,4.07,"外国餐厅(11), 中餐厅(10), 咖啡厅(10)",交子商圈,10,10,10,0.3
SHBS39,上海徐汇绿地缤纷城,上海市,50,50.6,31.0,4.09,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",龙华,10,10,10,0.07
SHW81,上海前滩企业天地店,上海市,50,56.1,30.0,4.21,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",三林,10,10,10,0.45
SHW91,上海飞洲国际,上海市,50,42.3,30.0,4.13,"外国餐厅(10), 快餐厅(10), 休闲餐饮场所(10)",龙华,10,10,10,0.05
BJW54,北京西三旗店,北京市,50,53.7,36.0,4.22,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",西三旗,10,10,10,1.26
SHBS10,上海长宁来福士店,上海市,50,56.6,32.0,4.14,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",中山公园,10,10,10,0.1
WHW2,武汉壹方天地,武汉市,49,45.4,28.0,4.01,"中餐厅(10), 外国餐厅(10), 休闲餐饮场所(10)",永清,10,10,10,0.34
HZW5,杭州阿里巴巴店,杭州市,50,43.8,31.0,4.01,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",五常街道,10,10,10,0.83
SHLK8,上海瑞虹太阳宫,上海市,50,71.8,40.0,4.08,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",鞍山新村,10,10,10,0.09
HZW3,杭州来福士,杭州市,50,157.0,40.0,4.21,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",新城片区,10,10,10,0.11
SHW124,国际传媒港,上海市,49,51.4,30.0,4.21,"中餐厅(10), 外国餐厅(10), 快餐厅(9)",龙华,10,10,10,0.15
SHW66,上海活力城店,上海市,48,40.7,25.0,3.99,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",北蔡,10,10,10,0.5
BJW52,北京新光大,北京市,50,43.2,29.0,3.96,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",通州北关,10,10,10,0.12
SHW52,上海幸福里睿园店,上海市,50,53.1,28.0,4.02,"中餐厅(10), 外国餐厅(10), 休闲餐饮场所(10)",漕河泾,10,10,10,0.48
SHBS17,上海陆家嘴中心店,上海市,50,92.6,56.0,4.31,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",陆家嘴,10,10,10,0.12
BJW3,北京来福士,北京市,49,56.0,36.0,4.2,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",东直门,10,10,10,0.03
WXW2,无锡万象城,无锡市,50,61.9,37.0,4.23,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",蠡湖,10,10,10,0.21
BJW28,北京国旅店,北京市,49,84.8,36.0,4.18,"外国餐厅(12), 咖啡厅(10), 快餐厅(10)",复兴门,10,10,10,0.08
SHW15,上海古北家乐福,上海市,50,77.0,42.0,4.14,"快餐厅(11), 中餐厅(10), 外国餐厅(10)",古北,10,10,10,0.33
SHW69,上海协信星光广场店,上海市,50,34.8,27.0,3.83,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",凉城,10,10,10,0.96
BJBS11,北京悠唐,北京市,50,44.3,29.0,4.05,"外国餐厅(10), 快餐厅(10), 休闲餐饮场所(10)",朝外,10,10,10,0.46
BJBS1,北京官舍,北京市,49,94.0,41.0,3.9,"中餐厅(10), 外国餐厅(10), 快餐厅(9)",亮马桥,10,10,10,0.09
SHW82,上海欧尚店,上海市,49,57.7,39.0,4.17,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",张江,10,10,10,0.05
BJW51,北京亦庄华联,北京市,44,50.6,40.0,4.08,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",亦庄,10,10,10,0.34
SHW13,上海普陀巴黎春天,上海市,50,51.0,30.0,4.09,"中餐厅(10), 外国餐厅(10), 休闲餐饮场所(10)",长寿路,10,10,10,0.28
SHBS19,上海博华广场店,上海市,50,51.2,33.0,4.27,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",淮海路,10,10,10,0.02
SHW74,上海长风绿城中心店,上海市,50,60.8,32.0,3.9,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",金沙江路,10,10,10,0.68
BJW38,北京远洋未来汇,北京市,50,48.3,33.0,4.08,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",慈云寺,10,10,10,0.14
CDLK1,成都太古里LK,成都市,50,102.9,41.0,4.41,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",东大街,10,10,10,0.31
SHW8,上海尚街,上海市,50,88.1,41.0,4.07,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",肇嘉浜路,10,10,10,0.21
SHW48,上海复兴路店,上海市,49,135.3,37.0,4.16,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",淮海路,10,10,10,0.03
SHW113,上海松江金地,上海市,49,46.6,32.0,4.09,"咖啡厅(11), 中餐厅(10), 外国餐厅(10)",九亭,10,10,10,0.15
SHW77,上海金鹰国际店,上海市,49,109.0,35.0,3.97,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",淮海路,10,10,10,0.38
SUZW7,苏州星合广场,苏州市,50,60.2,36.0,4.28,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",湖东,10,10,10,0.02
SHW120,上海啦啦宝都,上海市,50,57.8,32.0,4.11,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",金桥,10,10,10,0.52
SHW25,上海环智国际大厦店,上海市,50,49.9,27.0,4.1,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",不夜城,10,10,10,0.32
BJW25,北京五道口购物中心,北京市,50,49.7,32.0,4.2,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",五道口,10,10,10,0.14
NJW8,南京仙林金鹰,南京市,50,50.5,29.0,3.95,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",仙林,10,10,10,0.54
SHLK1,上海湖滨道购物中心,上海市,50,122.4,48.0,4.22,"外国餐厅(11), 快餐厅(10), 咖啡厅(10)",淮海路,10,10,10,0.35
SHW85,上海松江漕河泾园区,上海市,43,44.8,28.0,3.91,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",九亭,10,10,2,0.8
SHW53,上海漕河泾园区店,上海市,50,56.3,28.0,3.99,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",漕河泾,10,10,10,0.27
SHW45,上海虹口龙之梦店,上海市,48,50.4,34.0,3.95,"咖啡厅(10), 外国餐厅(10), 快餐厅(10)",江湾,10,10,10,0.17
BJW9,北京中粮广场,北京市,50,77.2,36.0,3.98,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",建国门,10,10,10,0.3
SHW105,上海百联世纪,上海市,49,47.6,32.0,4.18,"外国餐厅(10), 休闲餐饮场所(10), 咖啡厅(10)",世纪大道,10,10,10,0.08
CDW13,成都滨江龙湖,成都市,50,37.1,24.0,4.12,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",跳蹬河,10,10,10,0.25
SHW107,上海互联宝地,上海市,50,35.2,29.0,3.77,"中餐厅(12), 外国餐厅(10), 咖啡厅(10)",延吉,10,10,10,0.52
HZW13,杭州欧美金融城,杭州市,50,44.4,29.0,4.27,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",海创园,10,10,10,0.21
SHW71,上海Plus乐坊店,上海市,50,47.8,30.0,3.88,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",花木,10,10,10,0.34
CDW3,成都仁恒置地店,成都市,50,59.0,20.0,4.11,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",大业路,10,10,10,0.19
SHBS40,上海西岸凤巢,上海市,50,68.2,32.0,4.29,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",龙华,10,10,10,0.12
BJW30,北京新辰里酒仙桥店,北京市,50,51.0,31.0,4.23,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",酒仙桥,10,10,10,0.35
BJBS15,北京赛特奥莱,北京市,41,79.5,42.0,4.05,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",马泉营,10,10,10,0.09
SZW10,深圳卓悦中心店,深圳市,50,71.2,46.0,4.35,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",购物公园,10,10,10,0.14
NBW1,宁波万象城,宁波市,50,66.2,48.0,4.15,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",环城北路,10,10,10,0.4
SZBS2,深圳深业上城,深圳市,50,69.0,38.0,4.14,"中餐厅(10), 快餐厅(10), 休闲餐饮场所(10)",皇岗,10,10,10,0.21
SHBS33,上海幸福里,上海市,50,92.9,43.0,4.13,"外国餐厅(10), 快餐厅(10), 休闲餐饮场所(10)",湖南路,10,10,10,0.39
SUZW6,苏州苏悦广场,苏州市,49,48.0,24.0,4.12,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",苏州工业园区金鸡湖中央商务区,10,10,10,0.12
SHW51,上海品尊国际店,上海市,50,44.8,30.0,3.98,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",光新,10,10,10,0.12
SZW11,深圳储能店,深圳市,50,41.0,29.0,3.86,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",科技园,10,10,10,0.05
BJW15,北京大族广场店,北京市,45,70.0,39.0,4.16,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",亦庄,10,10,10,0.05
SHW33,上海花木路,上海市,50,54.9,30.0,4.02,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",塘桥,10,10,10,0.8
SHW16,上海中区广场,上海市,50,64.8,31.0,4.05,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",北京路,10,10,10,0.33
SHBS14,上海浦东世纪汇店,上海市,50,52.4,32.0,4.31,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",世纪大道,10,10,10,0.01
SHW109,上海腾飞大厦,上海市,50,57.3,32.0,4.07,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",龙华,10,10,10,0.27
SHW103,上海环球都会广场,上海市,50,52.3,29.0,4.19,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",三林,10,10,10,0.19
SHW102,上海长阳创谷,上海市,50,47.7,31.0,4.03,"中餐厅(12), 外国餐厅(10), 咖啡厅(10)",延吉,10,10,10,0.2
SHW65,上海宝山巴黎春天店,上海市,49,38.2,27.0,3.96,"中餐厅(10), 外国餐厅(10), 休闲餐饮场所(10)",彭浦镇,10,10,10,1.12
CDW8,成都天府红店,成都市,50,44.5,27.0,4.21,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",春熙路,10,10,10,0.11
BJW16,北京十里堡万科时代店,北京市,50,47.4,30.0,4.05,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",四惠,10,10,10,0.87
SZBS6,深圳金地威新中心BS,深圳市,50,110.0,28.0,4.25,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",科技园,10,10,10,0.5
SZW14,深圳来福士,深圳市,50,41.2,31.0,4.11,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",南油,10,10,10,0.04
BJBS13,北京银泰,北京市,50,100.6,50.0,4.08,"中餐厅(11), 咖啡厅(11), 外国餐厅(10)",国贸,10,10,10,0.04
SHW19,上海889广场,上海市,50,57.5,35.0,4.04,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",曹家渡,10,10,10,0.44
BJW22,北京西客站食宝街店,北京市,50,52.4,27.0,4.11,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",公主坟,10,10,10,0.35
GZW7,广州星寰国际商业中心,广州市,50,56.5,33.0,4.19,"中餐厅(12), 外国餐厅(10), 咖啡厅(10)",建设,10,10,10,0.11
HZW8,杭州龙湖西溪天街店,杭州市,50,56.9,27.0,4.0,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",西溪,10,10,10,0.25
BJW39,北京招商局,北京市,50,58.9,30.0,4.13,"咖啡厅(11), 中餐厅(10), 外国餐厅(10)",建外大街,10,10,10,0.18
SHBS47,上海K11,上海市,50,81.6,43.0,4.26,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",淮海路,10,10,10,0.03
HZW6,杭州黄龙万科店,杭州市,50,55.5,27.0,4.01,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",杭州国家高新技术产业开发区,10,10,10,0.12
SHBS1,上海安福路,上海市,50,70.5,49.0,4.3,"快餐厅(11), 中餐厅(10), 外国餐厅(9)",湖南路,10,10,10,0.47
BJBS14,北京望京凯德,北京市,50,55.9,35.0,4.1,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",望京,10,10,10,0.1
SHW18,上海缤谷广场,上海市,48,60.6,32.0,4.08,"中餐厅(11), 外国餐厅(11), 快餐厅(9)",古北,10,10,10,0.06
SHW96,上海星荟中心,上海市,50,263.3,34.0,4.06,"中餐厅(13), 外国餐厅(10), 咖啡厅(10)",上海北外滩中心,10,10,10,0.48
SHBS41,上海大宁久光,上海市,49,79.4,55.0,4.22,"中餐厅(10), 外国餐厅(10), 休闲餐饮场所(10)",大宁路,10,10,10,0.33
SHLK6,上海北外滩来福士店,上海市,50,50.3,35.0,4.17,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",提篮桥,10,10,10,0.09
SHBS8,上海虹桥南丰城,上海市,50,56.5,36.0,4.13,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",虹桥,10,10,10,0.49
SHBS35,上海光大虹桥宫,上海市,50,46.9,30.0,3.98,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",北新泾,10,10,10,0.05
SHBS13,上海浦东尚悦湾店,上海市,50,106.2,34.0,3.98,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",陆家嘴,10,10,10,0.4
SUZBS2,苏州中心2期,苏州市,50,133.0,38.0,4.25,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",苏州工业园区,10,10,10,0.21
SHBS50,上海丁香国际,上海市,50,55.6,34.0,4.13,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",洋泾,10,10,10,0.08
HZW7,杭州远洋乐堤港店,杭州市,50,63.1,38.0,4.2,"中餐厅(11), 快餐厅(10), 咖啡厅(10)",大关,10,10,10,0.55
BJW48,北京元中心,北京市,50,33.5,27.0,3.77,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",西二旗,10,10,10,0.86
SHBS9,上海西康189弄,上海市,50,57.8,43.0,4.2,"中餐厅(10), 外国餐厅(10), 休闲餐饮场所(10)",长寿路,10,10,10,0.21
SHW110,上海宝山龙湖,上海市,42,51.5,40.0,4.12,"中餐厅(10), 快餐厅(10), 咖啡厅(10)",顾村,10,10,10,0.14
SHBS2,上海商城,上海市,50,208.1,65.0,4.23,"外国餐厅(12), 中餐厅(10), 快餐厅(10)",淮海路,10,10,10,0.5
SHBS11,上海仲盛世界商城,上海市,50,55.4,35.0,4.01,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",春申,10,10,10,0.32
SHBS46,上海万科天空之城,上海市,46,52.4,36.0,4.05,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",上海虹桥商务区,10,10,10,0.1
SUZW5,苏州大悦城,苏州市,47,64.1,53.0,4.26,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",元和,10,10,10,0.24
SZW9,深圳侨城坊店,深圳市,50,123.5,26.0,3.99,"中餐厅(12), 外国餐厅(11), 快餐厅(9)",华侨城,10,10,10,0.86
SHW83,上海莘庄龙之梦,上海市,50,39.4,35.0,3.94,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",莘庄,10,10,10,0.64
SHW112,上海漕河泾绿谷,上海市,49,42.6,30.0,3.91,"中餐厅(10), 外国餐厅(10), 咖啡厅(10)",合川路,10,10,10,0.48
SHW87,上海旭辉环创中心,上海市,50,36.3,28.0,3.88,"中餐厅(11), 外国餐厅(10), 快餐厅(10)",长白新村,10,10,10,0.39
SHW115,上海江桥万达,上海市,50,50.6,36.0,3.92,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",上海虹桥商务区,10,10,10,0.3
NBW2,宁波鄞州龙湖,宁波市,50,48.3,30.0,4.04,"中餐厅(11), 外国餐厅(10), 休闲餐饮场所(10)",体育中心,10,10,10,0.01
BJW49,北京金辉,北京市,49,40.4,26.0,3.83,"中餐厅(11), 外国餐厅(11), 快餐厅(9)",望京,10,10,10,0.02
SHW92,上海徐汇万科中心,上海市,50,70.9,31.0,4.28,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",漕河泾,10,10,10,0.35
SZW19,深圳天河城,深圳市,50,38.6,31.0,3.85,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",东晓,10,10,10,0.46
BJW19,北京玖安广场店,北京市,49,59.2,38.0,4.01,"中餐厅(11), 外国餐厅(10), 咖啡厅(10)",安定门,10,10,10,0.26
GZW5,广州天河万菱汇,广州市,50,56.0,37.0,4.17,"咖啡厅(11), 中餐厅(10), 外国餐厅(10)",天河路片区,10,10,10,0.05
SHBS36,上海虹桥机场T2,上海市,50,63.0,44.0,4.04,"外国餐厅(11), 中餐厅(10), 快餐厅(10)",上海虹桥商务区,10,10,10,0.1
BJW50,北京丽泽华联,北京市,50,58.8,34.0,4.15,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",七里庄,10,10,10,0.07
SHLK13,上海苏河湾万象天地,上海市,50,146.3,44.0,4.22,"中餐厅(10), 外国餐厅(10), 快餐厅(10)",北京路,10,10,10,0.25
SHBS52,上海兴业太古汇,上海市,50,87.0,51.0,4.22,"中餐厅(11), 外国餐厅(11), 咖啡厅(10)",淮海路,10,10,10,0.02
